job_id,title,company_size,industry,city,province,work_type,experience_level,salary_cad,skills_required,degree_req,posted_date,source
CA-0135,Financial Data Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),96000,SQL; Python; Power BI; Git,Not Specified,2024-01-15,Indeed
CA-0136,Marketing Data Analyst,Large (500+),Technology,Edmonton,Alberta,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Python; Tableau; SQL Server; DAX,Not Specified,2024-06-09,Glassdoor
CA-0137,Data Analyst,Large (500+),Financial Services,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),81000,SQL; Python; Tableau; SQL Server; R; Jira; Git,Bachelors Preferred,2023-11-26,Indeed
CA-0138,Operations Analyst,Mid (50-500),Retail & E-Commerce,Saskatoon,Saskatchewan,Remote,Entry Level (0-2 yrs),70000,SQL; Excel; Python; Tableau; SQL Server; R,Not Specified,2025-03-27,Indeed
CA-0139,Data Analyst,Large (500+),Healthcare,Edmonton,Alberta,Hybrid,Mid Level (2-5 yrs),,SQL; Python; Tableau; SQL Server; Azure,Bachelors Preferred,2025-03-02,LinkedIn
CA-0140,Business Intelligence Analyst,Mid (50-500),Technology,Montreal,Quebec,Remote,Mid Level (2-5 yrs),79000,SQL; Excel; Python; Power BI; Tableau,Not Specified,2024-03-02,Company Website
CA-0141,Financial Data Analyst,Mid (50-500),Telecommunications,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),95000,SQL; Excel; Python; Power BI; Tableau; Azure,Bachelors Required,2024-06-13,Indeed
CA-0142,Data Analyst,Small (<50),Financial Services,Waterloo,Ontario,On-site,Entry Level (0-2 yrs),65000,SQL; Excel; Python; SQL Server; Jira; Looker,Bachelors Required,2024-04-18,LinkedIn
CA-0143,Business Analyst,Small (<50),Technology,Winnipeg,Manitoba,Hybrid,Mid Level (2-5 yrs),,Excel; SQL Server; R,Masters Preferred,2023-10-13,Indeed
CA-0144,Data Analyst,Small (<50),Healthcare,Edmonton,Alberta,Hybrid,Senior Level (5+ yrs),69000,SQL; Excel; Python; Tableau,Bachelors Preferred,2024-12-13,Glassdoor
CA-0145,Data Analyst,Large (500+),Consulting,Toronto,Ontario,On-site,Mid Level (2-5 yrs),,SQL; Excel; Python; SQL Server; Jira; Snowflake,Bachelors Required,2024-09-01,LinkedIn
CA-0146,Senior Data Analyst,Large (500+),Retail & E-Commerce,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),98000,Excel; Python; Power BI; Azure,Not Specified,2025-02-01,Company Website
CA-0147,Data Analyst,Mid (50-500),Consulting,Edmonton,Alberta,Hybrid,Senior Level (5+ yrs),66000,SQL; Excel; Python; Power BI,Bachelors Preferred,2024-10-19,Glassdoor
CA-0148,Data Analyst,Mid (50-500),Healthcare,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),79000,Excel; Power Query,Bachelors Preferred,2023-11-06,LinkedIn
CA-0149,Business Intelligence Analyst,Large (500+),Telecommunications,Ottawa,Ontario,Hybrid,Senior Level (5+ yrs),,SQL; Excel; Python; Power BI; SQL Server; Power Query,Not Specified,2024-06-24,Job Bank
CA-0150,Junior Data Analyst,Large (500+),Consulting,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),74000,SQL; Excel; Python; Tableau; Azure; R; Git; Spark; Looker,Bachelors Required,2023-12-07,LinkedIn
CA-0151,Data Analyst,Small (<50),Retail & E-Commerce,Toronto,Ontario,Remote,Senior Level (5+ yrs),87000,SQL; Power BI,Masters Preferred,2024-01-05,Glassdoor
CA-0152,Marketing Data Analyst,Small (<50),Manufacturing,Toronto,Ontario,On-site,Mid Level (2-5 yrs),78000,SQL; Excel; Python; Tableau; SQL Server,Bachelors Required,2024-05-29,LinkedIn
CA-0153,Data Analyst,Small (<50),Healthcare,Toronto,Ontario,On-site,Mid Level (2-5 yrs),84000,SQL; Excel; Tableau; R,Masters Preferred,2024-01-15,LinkedIn
CA-0154,Operations Analyst,Mid (50-500),Healthcare,Toronto,Ontario,Remote,Mid Level (2-5 yrs),81000,SQL; Tableau; SQL Server; Looker; DAX; Power Query,Bachelors Preferred,2024-06-17,LinkedIn
CA-0155,Data Analyst,Mid (50-500),Consulting,Waterloo,Ontario,Remote,Senior Level (5+ yrs),80000,SQL; Excel; Python; Power BI; Jira,Bachelors Preferred,2024-12-13,LinkedIn
CA-0156,Financial Data Analyst,Mid (50-500),Technology,Edmonton,Alberta,Hybrid,Senior Level (5+ yrs),78000,SQL; Excel; Python; Power BI; SQL Server; Jira; Power Query,Bachelors Required,2024-10-10,Indeed
CA-0157,Financial Data Analyst,Large (500+),Telecommunications,Edmonton,Alberta,Remote,Senior Level (5+ yrs),72000,SQL; Excel; Python; Tableau; Azure,Bachelors Required,2024-10-19,Job Bank
CA-0158,Business Analyst,Large (500+),Financial Services,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),71000,SQL; Excel; Python; Power BI; Tableau,Not Specified,2023-11-02,Job Bank
CA-0159,Data Analyst,Mid (50-500),Consulting,Ottawa,Ontario,Hybrid,Entry Level (0-2 yrs),67000,SQL; Excel; Git; Power Query,Bachelors Preferred,2024-01-11,Company Website
CA-0160,Business Intelligence Analyst,Large (500+),Technology,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),,SQL; Excel; Power BI; R; Power Query,Bachelors Preferred,2024-01-15,Indeed
CA-0161,Business Intelligence Analyst,Large (500+),Retail & E-Commerce,Vancouver,British Columbia,On-site,Senior Level (5+ yrs),99000,SQL; Excel; Power BI; Jira; Power Query,Bachelors Required,2024-12-08,LinkedIn
CA-0162,Data Analyst,Small (<50),Technology,Montreal,Quebec,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Python; Power BI,Bachelors Required,2024-11-13,LinkedIn
CA-0163,Business Analyst,Mid (50-500),Technology,Toronto,Ontario,On-site,Senior Level (5+ yrs),73000,SQL; Excel; Python; Power BI,Bachelors Required,2024-05-08,LinkedIn
CA-0164,Junior Data Analyst,Small (<50),Healthcare,Halifax,Nova Scotia,On-site,Mid Level (2-5 yrs),58000,SQL; Excel; Power BI; Git,Bachelors Required,2024-09-26,Indeed
CA-0165,Data Analyst,Mid (50-500),Financial Services,Winnipeg,Manitoba,Hybrid,Mid Level (2-5 yrs),70000,SQL; Excel; Python; Power BI; Tableau; Jira; Power Query,Masters Preferred,2024-02-19,LinkedIn
CA-0166,Data Analyst,Large (500+),Technology,Calgary,Alberta,On-site,Mid Level (2-5 yrs),74000,SQL; Excel; Python; Power BI; SQL Server,Bachelors Required,2024-12-17,Job Bank
CA-0167,Data Analyst,Large (500+),Technology,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),78000,SQL; Excel; Tableau; Azure; Jira,Bachelors Required,2024-08-29,Indeed
CA-0168,Junior Data Analyst,Large (500+),Energy,Ottawa,Ontario,Hybrid,Senior Level (5+ yrs),,SQL; Python; Azure; R,Bachelors Preferred,2024-03-07,Job Bank
CA-0169,Business Analyst,Mid (50-500),Healthcare,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Power BI; Tableau; SQL Server; R; Jira; Spark,Masters Preferred,2024-03-12,Glassdoor
CA-0170,Junior Data Analyst,Large (500+),Healthcare,Montreal,Quebec,Hybrid,Mid Level (2-5 yrs),,SQL; Python; Power BI; Git; Power Query,Bachelors Required,2025-03-04,LinkedIn
CA-0171,Data Analyst,Mid (50-500),Government,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),82000,SQL; Excel; Python; Power BI; Tableau; SQL Server; R; Git,Bachelors Preferred,2025-01-08,LinkedIn
CA-0172,Senior Data Analyst,Mid (50-500),Technology,Toronto,Ontario,Remote,Senior Level (5+ yrs),117000,SQL; Python; Azure; Git; DAX; Power Query,Bachelors Required,2024-06-05,LinkedIn
CA-0173,Business Intelligence Analyst,Mid (50-500),Financial Services,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),,SQL; Python; SQL Server; Looker; Power Query,Bachelors Preferred,2024-05-09,LinkedIn
CA-0174,Operations Analyst,Large (500+),Technology,Toronto,Ontario,Remote,Senior Level (5+ yrs),77000,SQL; Excel; SQL Server; Azure,Bachelors Preferred,2024-08-11,LinkedIn
CA-0175,Senior Data Analyst,Mid (50-500),Consulting,Edmonton,Alberta,Remote,Entry Level (0-2 yrs),104000,SQL; Excel; Python; Power BI; Tableau; Azure; Git; Looker,Masters Preferred,2024-07-30,Indeed
CA-0176,Data Analyst II,Large (500+),Healthcare,Waterloo,Ontario,Hybrid,Mid Level (2-5 yrs),89000,SQL; Excel; Python; Power BI,Bachelors Required,2024-11-30,LinkedIn
CA-0177,Business Analyst,Large (500+),Technology,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),82000,SQL; Python; Tableau; SQL Server; Azure,Not Specified,2023-12-12,Indeed
CA-0178,Data Analyst,Mid (50-500),Government,Winnipeg,Manitoba,On-site,Mid Level (2-5 yrs),76000,SQL; Excel; Python; Power BI,Not Specified,2024-09-06,Job Bank
CA-0179,Data Analyst,Small (<50),Retail & E-Commerce,Calgary,Alberta,Remote,Mid Level (2-5 yrs),78000,SQL; Excel; Power BI; Tableau,Not Specified,2024-08-21,LinkedIn
CA-0180,Business Intelligence Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),97000,SQL; Excel; Python; Power BI; Tableau; Git; Power Query,Masters Preferred,2023-11-25,LinkedIn
CA-0181,Data Analyst,Small (<50),Manufacturing,Montreal,Quebec,Hybrid,Senior Level (5+ yrs),73000,Excel; Python; Power BI; SQL Server,Bachelors Required,2024-03-22,Indeed
CA-0182,Junior Data Analyst,Small (<50),Technology,Mississauga,Ontario,Remote,Mid Level (2-5 yrs),62000,SQL; Excel; SQL Server; Looker,Not Specified,2024-08-06,LinkedIn
CA-0183,Senior Data Analyst,Large (500+),Technology,Waterloo,Ontario,Hybrid,Mid Level (2-5 yrs),101000,SQL; Excel; Python; Power BI,Bachelors Required,2024-04-08,Job Bank
CA-0184,Financial Data Analyst,Mid (50-500),Government,Mississauga,Ontario,Remote,Senior Level (5+ yrs),93000,SQL; Excel; Python; Tableau; SQL Server; Azure; R,Bachelors Required,2025-03-25,Indeed
CA-0185,Business Analyst,Small (<50),Telecommunications,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),81000,SQL; Excel; Power BI; Tableau; SQL Server; Jira; Snowflake,Bachelors Preferred,2023-10-13,Indeed
CA-0186,Business Analyst,Large (500+),Financial Services,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),81000,SQL; Excel; Python; Tableau; Azure; DAX,Bachelors Required,2025-03-03,LinkedIn
CA-0187,Marketing Data Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),82000,SQL; Excel; Python; Power BI,Bachelors Required,2023-12-12,Indeed
CA-0188,Business Intelligence Analyst,Mid (50-500),Government,Toronto,Ontario,On-site,Entry Level (0-2 yrs),104000,SQL; Excel; Power BI; Tableau,Masters Preferred,2024-12-05,Indeed
CA-0189,Data Analyst,Large (500+),Technology,Halifax,Nova Scotia,Remote,Entry Level (0-2 yrs),73000,SQL; Excel; Power BI; Tableau; SQL Server; Azure,Bachelors Preferred,2025-02-09,Glassdoor
CA-0190,Data Analyst II,Mid (50-500),Financial Services,Mississauga,Ontario,Hybrid,Senior Level (5+ yrs),85000,SQL; Python; Power BI; Jira,Bachelors Required,2024-09-16,LinkedIn
CA-0191,Junior Data Analyst,Large (500+),Telecommunications,Edmonton,Alberta,Remote,Entry Level (0-2 yrs),64000,SQL; Tableau; R; Git; Snowflake,Bachelors Required,2024-02-12,LinkedIn
CA-0192,Junior Data Analyst,Mid (50-500),Government,Vancouver,British Columbia,On-site,Senior Level (5+ yrs),68000,SQL; Excel; Python; Power BI; Jira; Git; Snowflake,Masters Preferred,2024-04-03,Indeed
CA-0193,Junior Data Analyst,Small (<50),Telecommunications,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),61000,SQL; Excel; Python; Power Query,Bachelors Required,2024-07-07,Company Website
CA-0194,Junior Data Analyst,Small (<50),Financial Services,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),75000,Python; Power BI; SQL Server; Databricks,Bachelors Required,2024-10-13,Indeed
CA-0195,Business Intelligence Analyst,Large (500+),Retail & E-Commerce,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),101000,SQL; Excel; Power BI; SQL Server,Bachelors Preferred,2025-01-19,Indeed
CA-0196,Data Analyst,Mid (50-500),Technology,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),81000,SQL; Excel; Power BI; Tableau; SQL Server; Jira,Not Specified,2023-10-30,Glassdoor
CA-0197,Junior Data Analyst,Small (<50),Consulting,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),68000,SQL; Excel; Python; Power BI,Bachelors Preferred,2024-05-28,Indeed
CA-0198,Business Analyst,Large (500+),Telecommunications,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),65000,SQL; Power BI; Tableau; SQL Server; Jira,Bachelors Required,2024-06-09,Indeed
CA-0199,Financial Data Analyst,Small (<50),Healthcare,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),86000,SQL; Excel; Python; Power BI; R; Jira; Git; Power Query,Bachelors Required,2024-03-28,LinkedIn
CA-0200,Business Analyst,Large (500+),Government,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),72000,SQL; Excel; Python; Power BI; Tableau; SQL Server; Azure,Bachelors Preferred,2024-12-11,LinkedIn
CA-0201,Business Intelligence Analyst,Mid (50-500),Telecommunications,Ottawa,Ontario,Remote,Senior Level (5+ yrs),78000,SQL; Excel; Jira; Power Query,Bachelors Required,2024-02-21,Company Website
CA-0202,Junior Data Analyst,Mid (50-500),Technology,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),75000,SQL; Excel; SQL Server; Spark; Looker; Snowflake,Not Specified,2024-02-19,Glassdoor
CA-0203,Data Analyst,Small (<50),Consulting,Calgary,Alberta,Remote,Mid Level (2-5 yrs),,SQL; Python; Power BI; Tableau; SQL Server; Git; DAX,Bachelors Preferred,2024-03-22,LinkedIn
CA-0204,Junior Data Analyst,Mid (50-500),Healthcare,Calgary,Alberta,Remote,Mid Level (2-5 yrs),,SQL; Excel; Python; Tableau; SQL Server; Azure; Git; Looker,Not Specified,2023-11-27,Indeed
CA-0205,Data Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),86000,SQL; Excel; Power BI; SQL Server; Git; DAX; Power Query,Not Specified,2024-02-23,Glassdoor
CA-0206,Financial Data Analyst,Small (<50),Financial Services,Calgary,Alberta,Remote,Mid Level (2-5 yrs),82000,SQL; Excel; Python; Tableau; SQL Server; Git,Bachelors Required,2024-12-29,Indeed
CA-0207,Data Analyst,Mid (50-500),Government,Saskatoon,Saskatchewan,Hybrid,Mid Level (2-5 yrs),67000,SQL; Python; Power BI; Azure; Jira,Bachelors Required,2024-06-27,Job Bank
CA-0208,Data Analyst,Small (<50),Technology,Calgary,Alberta,Remote,Mid Level (2-5 yrs),69000,Python; Power BI; Tableau; Git; Spark,Bachelors Preferred,2024-08-21,LinkedIn
CA-0209,Business Analyst,Small (<50),Healthcare,Montreal,Quebec,Hybrid,Entry Level (0-2 yrs),74000,SQL; Excel; Python; Tableau,Bachelors Preferred,2025-02-01,LinkedIn
CA-0210,Junior Data Analyst,Small (<50),Government,Montreal,Quebec,Hybrid,Entry Level (0-2 yrs),56000,SQL; Python; Power BI; SQL Server; Jira,Bachelors Required,2023-10-12,LinkedIn
CA-0211,Data Analyst,Large (500+),Consulting,Toronto,Ontario,Remote,Entry Level (0-2 yrs),85000,SQL; Python; R; Jira,Not Specified,2023-11-18,Job Bank
CA-0212,Financial Data Analyst,Mid (50-500),Telecommunications,Edmonton,Alberta,On-site,Senior Level (5+ yrs),87000,SQL; Excel; Power BI; Tableau; Azure; Looker,Masters Preferred,2024-04-25,Glassdoor
CA-0213,Data Analyst,Large (500+),Financial Services,Calgary,Alberta,On-site,Senior Level (5+ yrs),78000,SQL; Excel; Python; Tableau; Jira; Git,Masters Preferred,2023-10-17,LinkedIn
CA-0214,Junior Data Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),62000,Excel; Power Query,Bachelors Preferred,2023-10-07,Indeed
CA-0215,Business Intelligence Analyst,Mid (50-500),Healthcare,Edmonton,Alberta,Hybrid,Entry Level (0-2 yrs),92000,SQL; Excel; Power BI; Jira,Bachelors Preferred,2024-08-24,Indeed
CA-0216,Data Analyst,Large (500+),Healthcare,Toronto,Ontario,Remote,Entry Level (0-2 yrs),73000,SQL; Excel; Python; Tableau; Spark,Bachelors Preferred,2024-04-06,Glassdoor
CA-0217,Data Analyst II,Small (<50),Consulting,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),93000,SQL; Excel; SQL Server; Jira,Not Specified,2024-03-28,Indeed
CA-0218,Business Intelligence Analyst,Mid (50-500),Retail & E-Commerce,Waterloo,Ontario,Remote,Entry Level (0-2 yrs),,SQL; Excel; Python; Power BI,Bachelors Preferred,2024-06-01,Indeed
CA-0219,Junior Data Analyst,Large (500+),Technology,Mississauga,Ontario,On-site,Senior Level (5+ yrs),73000,SQL; Excel; R; Power Query,Masters Preferred,2023-12-12,Company Website
CA-0220,Data Analyst,Mid (50-500),Financial Services,Vancouver,British Columbia,On-site,Mid Level (2-5 yrs),69000,SQL; Excel; Power BI; Tableau; SQL Server; Azure; Jira; Git,Bachelors Preferred,2023-10-09,Indeed
CA-0221,Junior Data Analyst,Mid (50-500),Energy,Calgary,Alberta,On-site,Mid Level (2-5 yrs),63000,SQL; Excel; Python; Power BI; Tableau; SQL Server; Git,Masters Preferred,2024-08-30,Job Bank
CA-0222,Senior Data Analyst,Large (500+),Retail & E-Commerce,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),100000,SQL; Excel; Python; SQL Server; R; Jira; Git; Looker,Bachelors Preferred,2024-06-03,LinkedIn
CA-0223,Junior Data Analyst,Mid (50-500),Financial Services,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),63000,SQL; Excel; Python; Power BI; Tableau; SQL Server; Git; Power Query,Masters Preferred,2024-02-14,LinkedIn
CA-0224,Data Analyst,Mid (50-500),Healthcare,Toronto,Ontario,Remote,Mid Level (2-5 yrs),73000,Power BI; SQL Server; Azure,Not Specified,2023-12-21,Indeed
CA-0225,Data Analyst,Mid (50-500),Financial Services,Vancouver,British Columbia,Remote,Entry Level (0-2 yrs),83000,SQL; Excel; Python; Power BI; Tableau,Bachelors Required,2024-11-15,LinkedIn
CA-0226,Marketing Data Analyst,Mid (50-500),Healthcare,Edmonton,Alberta,On-site,Mid Level (2-5 yrs),64000,SQL; Excel; Power BI; R,Not Specified,2024-08-06,Job Bank
CA-0227,Data Analyst,Large (500+),Healthcare,Calgary,Alberta,Remote,Senior Level (5+ yrs),76000,SQL; Excel; Python; Power BI; SQL Server,Not Specified,2025-02-18,Indeed
CA-0228,Data Analyst,Mid (50-500),Telecommunications,Winnipeg,Manitoba,On-site,Mid Level (2-5 yrs),75000,SQL; Excel; Python; Tableau; SQL Server; Azure; Jira; Git,Not Specified,2024-01-01,Company Website
CA-0229,Marketing Data Analyst,Large (500+),Consulting,Edmonton,Alberta,Remote,Mid Level (2-5 yrs),65000,SQL; Excel; Python; Power BI; SQL Server; DAX,Masters Preferred,2025-03-03,Company Website
CA-0230,Data Analyst,Small (<50),Telecommunications,Waterloo,Ontario,Hybrid,Mid Level (2-5 yrs),73000,SQL; Excel; Python; Power BI; Tableau; Azure; Jira; Git,Bachelors Preferred,2024-12-19,LinkedIn
CA-0231,Business Analyst,Large (500+),Financial Services,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),84000,Python; Power BI; Tableau; SQL Server; Azure; Git; DAX,Not Specified,2024-12-10,LinkedIn
CA-0232,Junior Data Analyst,Small (<50),Financial Services,Vancouver,British Columbia,On-site,Mid Level (2-5 yrs),73000,SQL; Excel; SQL Server; Git; Power Query,Bachelors Required,2024-07-23,Company Website
CA-0233,Data Analyst,Large (500+),Technology,Winnipeg,Manitoba,Remote,Entry Level (0-2 yrs),67000,SQL; Python; SQL Server,Bachelors Required,2024-06-22,Indeed
CA-0234,Data Analyst II,Mid (50-500),Retail & E-Commerce,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),83000,SQL; Excel; Python; Tableau; SQL Server; Jira; Spark,Masters Preferred,2023-10-09,LinkedIn
CA-0235,Data Analyst,Large (500+),Technology,Calgary,Alberta,On-site,Senior Level (5+ yrs),79000,SQL; Excel; Python; Azure; Snowflake,Bachelors Required,2024-03-15,Indeed
CA-0236,Junior Data Analyst,Mid (50-500),Healthcare,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Python; Tableau; Spark; Looker,Bachelors Preferred,2024-03-06,LinkedIn
CA-0237,Data Analyst,Large (500+),Government,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),89000,SQL; Excel; Python; Tableau; Azure,Bachelors Preferred,2024-02-21,Glassdoor
CA-0238,Business Intelligence Analyst,Large (500+),Financial Services,Montreal,Quebec,Hybrid,Entry Level (0-2 yrs),77000,SQL; Excel; Python; Power BI; Tableau,Bachelors Required,2024-03-09,Indeed
CA-0239,Business Analyst,Large (500+),Financial Services,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),88000,SQL; Excel; Tableau; R; Git,Not Specified,2023-11-27,LinkedIn
CA-0240,Business Analyst,Large (500+),Retail & E-Commerce,Vancouver,British Columbia,Remote,Entry Level (0-2 yrs),,SQL; Python; Power BI; Tableau,Bachelors Preferred,2024-02-17,Indeed
CA-0241,Senior Data Analyst,Small (<50),Government,Toronto,Ontario,Remote,Senior Level (5+ yrs),98000,Excel; Power BI; Tableau; R; DAX,Not Specified,2024-08-06,LinkedIn
CA-0242,Financial Data Analyst,Mid (50-500),Technology,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),86000,SQL; Excel; Python; Tableau; SQL Server; Spark,Bachelors Required,2024-08-16,LinkedIn
CA-0243,Junior Data Analyst,Mid (50-500),Consulting,Vancouver,British Columbia,On-site,Mid Level (2-5 yrs),60000,SQL; Excel; Python; Power BI; Tableau,Bachelors Preferred,2024-11-13,Indeed
